01-01-2023 11:00,01-01-2023 12:00,160.25,125,0.23,48.18,41.57
01-01-2023 12:00,01-01-2023 13:00,138.5,108.5,0.15,72.88,27.6
01-01-2023 13:00,01-01-2023 14:00,135.5,94.75,0.33,87.8,25.82
01-01-2023 14:00,01-01-2023 15:00,139.75,95.5,0.4,98.75,23.05
01-01-2023 15:00,01-01-2023 16:00,140.5,98.5,0.4,98.48,26.3
01-01-2023 16:00,01-01-2023 17:00,164.25,96.0,0.65,78.0,44.38
01-01-2023 17:00,01-01-2023 18:00,261.75,136.0,2.73,25.3,93.35
01-01-2023 18:00,01-01-2023 19:00,479.25,355.5,5.2,4.72,126.17
01-01-2023 19:00,01-01-2023 20:00,732.5,679.25,3.23,4.38,109.2
01-01-2023 20:00,01-01-2023 21:00,573.75,544.75,1.95,3.12,104.58
01-01-2023 21:00,01-01-2023 22:00,482.0,404.5,2.93,3.02,90.53
01-01-2023 22:00,01-01-2023 23:00,508.75,405.0,3.42,2.65,73.53
01-01-2023 23:00,02-01-2023 00:00,492.25,370.0,,4.1,64.38
02-01-2023 00:00,02-01-2023 01:00,462.75,356.0,,6.18,51.65
02-01-2023 01:00,02-01-2023 02:00,352.5,278.25,0.17,4.1,45.98
02-01-2023 02:00,02-01-2023 03:00,330.75,266.0,0.08,4.8,36.48
02-01-2023 03:00,02-01-2023 04:00,284.25,225.75,0.4,6.62,36.85
02-01-2023 04:00,02-01-2023 05:00,288.5,215.75,0.35,9.48,32.85
02-01-2023 05:00,02-01-2023 06:00,259.0,197.0,0.53,10.07,42.22
02-01-2023 06:00,02-01-2023 07:00,301.25,230.0,0.93,18.93,53.25
02-01-2023 07:00,02-01-2023 08:00,369.25,309.5,0.57,25.7,58.4
02-01-2023 08:00,02-01-2023 09:00,325.0,252.25,0.4,18.25,54.7
02-01-2023 09:00,02-01-2023 10:00,327.5,264.75,0.53,18.68,53.5
02-01-2023 10:00,02-01-2023 11:00,367.25,294.75,0.62,34.02,58.95
02-01-2023 11:00,02-01-2023 12:00,382.0,307.5,0.57,42.2,64.83
02-01-2023 12:00,02-01-2023 13:00,374.0,301.0,0.5,33.38,67.15
02-01-2023 13:00,02-01-2023 14:00,358.25,268.25,0.5,43.6,64.25
02-01-2023 14:00,02-01-2023 15:00,363.25,276.5,0.67,53.12,65.68
02-01-2023 15:00,02-01-2023 16:00,388.75,301.5,0.7,46.05,78.72
02-01-2023 16:00,02-01-2023 17:00,411.25,309.25,1.3,31.93,85.3
02-01-2023 17:00,02-01-2023 18:00,471.25,356.75,1.1,8.7,97.7
02-01-2023 18:00,02-01-2023 19:00,489.75,438.0,0.1,6.55,65.3
02-01-2023 19:00,02-01-2023 20:00,304.0,256.0,0.67,3.38,60.33
02-01-2023 20:00,02-01-2023 21:00,289.5,240.25,0.77,3.08,59.65
02-01-2023 21:00,02-01-2023 22:00,288.25,234.5,0.47,2.47,49.8
02-01-2023 22:00,02-01-2023 23:00,280.75,225.25,0.45,2.62,46.12
02-01-2023 23:00,03-01-2023 00:00,283.0,224.25,0.67,2.35,42.0
03-01-2023 00:00,03-01-2023 01:00,284.5,214.5,0.7,3.0,43.52
03-01-2023 01:00,03-01-2023 02:00,289.5,224.25,0.6,2.72,48.65
03-01-2023 02:00,03-01-2023 03:00,293.75,217.75,0.57,2.8,50.98
03-01-2023 03:00,03-01-2023 04:00,319.0,241.25,0.13,3.15,54.33
03-01-2023 04:00,03-01-2023 05:00,373.25,275.5,0.1,3.7,52.08
03-01-2023 05:00,03-01-2023 06:00,389.0,296.5,0.3,10.62,39.35
03-01-2023 06:00,03-01-2023 07:00,397.25,294.25,0.33,10.22,38.03
03-01-2023 07:00,03-01-2023 08:00,381.5,286.5,0.87,11.3,43.97
03-01-2023 08:00,03-01-2023 09:00,416.5,319.75,0.9,10.73,43.85
03-01-2023 09:00,03-01-2023 10:00,405.0,309.25,0.5,12.9,47.25
03-01-2023 10:00,03-01-2023 11:00,415.0,312.0,0.38,17.65,48.42
03-01-2023 11:00,03-01-2023 12:00,400.75,305.0,0.57,26.88,52.0
03-01-2023 12:00,03-01-2023 13:00,396.25,309.75,0.55,37.05,59.75
03-01-2023 13:00,03-01-2023 14:00,387.25,285.75,0.63,44.65,74.12
03-01-2023 14:00,03-01-2023 15:00,428.25,310.0,0.72,52.03,76.23
03-01-2023 15:00,03-01-2023 16:00,461.25,326.0,0.87,48.92,77.22
03-01-2023 16:00,03-01-2023 17:00,492.75,335.25,0.98,30.05,81.57
03-01-2023 17:00,03-01-2023 18:00,491.5,339.75,1.2,8.75,89.53
03-01-2023 18:00,03-01-2023 19:00,511.25,379.0,1.68,3.55,87.32
03-01-2023 19:00,03-01-2023 20:00,510.75,366.5,0.6,2.48,80.05
03-01-2023 20:00,03-01-2023 21:00,490.0,323.25,0.25,2.5,70.15
03-01-2023 21:00,03-01-2023 22:00,505.5,317.5,0.53,2.7,64.47
03-01-2023 22:00,03-01-2023 23:00,463.0,275.75,0.68,2.92,56.0
03-01-2023 23:00,04-01-2023 00:00,458.75,287.25,0.6,3.05,48.7
04-01-2023 00:00,04-01-2023 01:00,414.0,256.25,0.25,2.68,45.8
04-01-2023 01:00,04-01-2023 02:00,348.5,185.25,0.2,2.73,40.73
04-01-2023 02:00,04-01-2023 03:00,368.0,173.25,0.08,3.4,33.42
04-01-2023 03:00,04-01-2023 04:00,391.75,159.5,0.37,5.15,29.75
04-01-2023 04:00,04-01-2023 05:00,348.0,147.75,0.3,10.53,19.38
04-01-2023 05:00,04-01-2023 06:00,249.75,141.5,0.57,11.0,22.25
04-01-2023 06:00,04-01-2023 07:00,248.5,158.75,0.42,12.32,21.9
04-01-2023 07:00,04-01-2023 08:00,205.25,150.5,0.57,13.18,28.15
04-01-2023 08:00,04-01-2023 09:00,195.25,155.0,0.77,10.75,38.67
