From Date,To Date,PM10,PM2.5,CO,Ozone,NO2
01-01-2023 00:00,01-01-2023 01:00,260.25,211.0,1.92,2.73,28.07
01-01-2023 01:00,01-01-2023 02:00,251.0,203.75,1.83,2.3,22.0
01-01-2023 02:00,01-01-2023 03:00,235.0,195.75,0.7,2.35,21.45
01-01-2023 03:00,01-01-2023 04:00,217.0,180.25,0.72,2.42,23.68
01-01-2023 04:00,01-01-2023 05:00,191.25,164.75,0.55,2.12,20.48
01-01-2023 05:00,01-01-2023 06:00,155.75,134.25,0.25,2.17,21.28
01-01-2023 06:00,01-01-2023 07:00,114.75,103.75,0.15,2.08,23.42
01-01-2023 07:00,01-01-2023 08:00,100.75,90.5,0.1,1.97,22.95
01-01-2023 08:00,01-01-2023 09:00,103.0,89.0,0.1,4.88,28.95
01-01-2023 09:00,01-01-2023 10:00,123.75,92.5,0.12,11.2,29.77
01-01-2023 10:00,01-01-2023 11:00,134.0,108.5,0.12,22.12,28.3
01-01-2023 11:00,01-01-2023 12:00,146.75,125.5,0.12,35.62,25.9
01-01-2023 12:00,01-01-2023 13:00,162.75,123.0,0.05,50.15,19.75
01-01-2023 13:00,01-01-2023 14:00,143.0,106.0,0.0,55.93,16.88
01-01-2023 14:00,01-01-2023 15:00,119.5,89.75,0.7,60.17,16.2
01-01-2023 15:00,01-01-2023 16:00,120.0,88.75,0.75,56.8,19.93
01-01-2023 16:00,01-01-2023 17:00,141.75,94.75,0.7,52.55,17.32
01-01-2023 17:00,01-01-2023 18:00,138.75,86.75,0.9,26.45,29.35
01-01-2023 18:00,01-01-2023 19:00,156.0,83.75,1.27,2.12,49.7
01-01-2023 19:00,01-01-2023 20:00,201.0,92.0,2.17,2.0,51.15
01-01-2023 20:00,01-01-2023 21:00,292.0,118.25,3.35,2.05,52.02
01-01-2023 21:00,01-01-2023 22:00,334.25,150.5,4.3,2.28,48.32
01-01-2023 22:00,01-01-2023 23:00,397.25,184.0,4.9,2.83,40.38
01-01-2023 23:00,02-01-2023 00:00,451.0,227.75,4.77,8.45,36.48
02-01-2023 00:00,02-01-2023 01:00,372.5,261.5,3.65,16.8,35.62
02-01-2023 01:00,02-01-2023 02:00,349.0,265.0,2.23,6.7,28.23
02-01-2023 02:00,02-01-2023 03:00,296.75,255.25,0.3,5.35,23.7
02-01-2023 03:00,02-01-2023 04:00,248.25,227.75,0.27,6.1,22.4
02-01-2023 04:00,02-01-2023 05:00,226.5,204.25,0.2,5.65,23.57
02-01-2023 05:00,02-01-2023 06:00,255.25,206.0,0.28,21.6,32.92
02-01-2023 06:00,02-01-2023 07:00,305.25,228.75,0.3,23.15,34.52
02-01-2023 07:00,02-01-2023 08:00,313.5,234.75,0.3,15.38,34.05
02-01-2023 08:00,02-01-2023 09:00,303.0,240.75,0.3,17.12,35.17
02-01-2023 09:00,02-01-2023 10:00,321.25,264.25,0.3,25.85,36.15
02-01-2023 10:00,02-01-2023 11:00,364.0,304.75,0.45,22.7,43.33
02-01-2023 11:00,02-01-2023 12:00,418.0,326.25,0.53,28.5,46.32
02-01-2023 12:00,02-01-2023 13:00,433.25,347.25,0.35,37.53,41.17
02-01-2023 13:00,02-01-2023 14:00,382.75,305.75,0.27,28.82,37.9
02-01-2023 14:00,02-01-2023 15:00,337.75,271.5,0.9,31.25,42.35
02-01-2023 15:00,02-01-2023 16:00,347.5,279.25,1.05,35.4,40.88
02-01-2023 16:00,02-01-2023 17:00,376.25,282.0,1.15,24.2,44.3
02-01-2023 17:00,02-01-2023 18:00,392.25,287.0,1.4,10.05,49.5
02-01-2023 18:00,02-01-2023 19:00,379.5,279.25,1.35,5.65,44.97
02-01-2023 19:00,02-01-2023 20:00,337.0,253.5,1.0,3.75,35.33
02-01-2023 20:00,02-01-2023 21:00,252.25,221.5,1.35,,35.33
02-01-2023 21:00,02-01-2023 22:00,269.25,235.25,1.67,,31.48
02-01-2023 22:00,02-01-2023 23:00,290.25,247.75,1.48,,25.62
02-01-2023 23:00,03-01-2023 00:00,261.25,227.5,1.45,,22.3
03-01-2023 00:00,03-01-2023 01:00,261.75,227.25,1.32,,22.22
03-01-2023 01:00,03-01-2023 02:00,260.75,235.25,1.3,,22.83
03-01-2023 02:00,03-01-2023 03:00,260.75,220.5,0.9,,22.35
03-01-2023 03:00,03-01-2023 04:00,277.5,223.0,0.85,,27.9
03-01-2023 04:00,03-01-2023 05:00,331.25,244.5,0.33,,26.02
03-01-2023 05:00,03-01-2023 06:00,352.25,271.25,0.3,,21.77
03-01-2023 06:00,03-01-2023 07:00,315.5,260.25,0.3,,19.85
03-01-2023 07:00,03-01-2023 08:00,289.75,240.25,0.3,,22.6
03-01-2023 08:00,03-01-2023 09:00,289.5,234.0,0.33,,23.67
03-01-2023 09:00,03-01-2023 10:00,320.0,245.0,0.32,,22.08
03-01-2023 10:00,03-01-2023 11:00,331.0,262.0,0.45,,28.23
03-01-2023 11:00,03-01-2023 12:00,355.5,267.25,0.6,3.45,32.4
03-01-2023 12:00,03-01-2023 13:00,385.25,271.25,0.7,6.45,36.77
03-01-2023 13:00,03-01-2023 14:00,394.25,292.75,0.7,12.58,37.27
03-01-2023 14:00,03-01-2023 15:00,407.0,297.75,0.82,17.5,33.05
03-01-2023 15:00,03-01-2023 16:00,398.0,288.75,0.82,21.77,32.6
03-01-2023 16:00,03-01-2023 17:00,397.25,287.5,0.8,16.95,31.8
03-01-2023 17:00,03-01-2023 18:00,388.0,271.75,0.93,5.92,39.25
03-01-2023 18:00,03-01-2023 19:00,366.25,255.5,1.18,1.67,39.62
03-01-2023 19:00,03-01-2023 20:00,374.5,263.0,1.07,2.33,40.27
03-01-2023 20:00,03-01-2023 21:00,414.0,291.5,1.02,2.5,35.8
