From Date,To Date,PM10,PM2.5,CO,Ozone,NO2
01-01-2023 00:00,01-01-2023 01:00,277.75,181.5,1.17,7.6,14.1
01-01-2023 01:00,01-01-2023 02:00,239.5,167.5,1.07,5.2,12.55
01-01-2023 02:00,01-01-2023 03:00,227.5,158.0,,4.88,
01-01-2023 03:00,01-01-2023 04:00,230.5,159.5,1.0,5.5,12.95
01-01-2023 04:00,01-01-2023 05:00,234.75,158.0,0.95,1.83,12.95
01-01-2023 05:00,01-01-2023 06:00,252.5,160.25,0.95,3.4,12.78
01-01-2023 06:00,01-01-2023 07:00,220.75,138.25,1.0,4.88,12.6
01-01-2023 07:00,01-01-2023 08:00,203.25,134.5,1.02,5.05,12.32
01-01-2023 08:00,01-01-2023 09:00,214.75,143.25,1.12,8.43,17.23
01-01-2023 09:00,01-01-2023 10:00,226.75,148.0,0.95,7.42,27.73
01-01-2023 10:00,01-01-2023 11:00,192.25,124.25,0.88,11.85,15.55
01-01-2023 11:00,01-01-2023 12:00,182.5,120.5,0.75,20.75,10.3
01-01-2023 12:00,01-01-2023 13:00,154.5,102.5,0.65,29.65,7.2
01-01-2023 13:00,01-01-2023 14:00,135.5,86.0,0.57,36.18,5.9
01-01-2023 14:00,01-01-2023 15:00,131.75,78.0,0.5,40.33,5.45
01-01-2023 15:00,01-01-2023 16:00,151.75,82.0,0.53,40.92,5.65
01-01-2023 16:00,01-01-2023 17:00,179.75,82.5,0.5,38.4,6.67
01-01-2023 17:00,01-01-2023 18:00,198.0,83.75,0.65,29.43,8.57
01-01-2023 18:00,01-01-2023 19:00,272.0,134.5,1.15,8.38,32.8
01-01-2023 19:00,01-01-2023 20:00,418.75,233.5,2.15,7.05,32.4
01-01-2023 20:00,01-01-2023 21:00,531.25,313.0,2.25,5.72,27.57
01-01-2023 21:00,01-01-2023 22:00,527.25,347.0,3.57,7.03,26.02
01-01-2023 22:00,01-01-2023 23:00,621.75,417.75,2.9,11.05,20.4
01-01-2023 23:00,02-01-2023 00:00,594.0,395.75,2.5,9.12,16.15
02-01-2023 00:00,02-01-2023 01:00,541.5,341.5,1.6,8.28,16.57
02-01-2023 01:00,02-01-2023 02:00,381.75,247.5,1.4,6.1,14.03
02-01-2023 02:00,02-01-2023 03:00,292.75,200.75,,5.15,
02-01-2023 03:00,02-01-2023 04:00,280.75,189.25,1.28,5.22,13.07
02-01-2023 04:00,02-01-2023 05:00,254.25,178.25,1.08,6.72,11.33
02-01-2023 05:00,02-01-2023 06:00,246.5,156.5,0.97,6.35,10.18
02-01-2023 06:00,02-01-2023 07:00,247.75,143.25,0.9,6.78,10.88
02-01-2023 07:00,02-01-2023 08:00,279.25,146.75,0.97,6.05,12.93
02-01-2023 08:00,02-01-2023 09:00,304.0,159.5,0.95,8.35,15.15
02-01-2023 09:00,02-01-2023 10:00,320.75,174.0,0.93,8.57,13.05
02-01-2023 10:00,02-01-2023 11:00,294.25,185.5,0.95,9.78,11.8
02-01-2023 11:00,02-01-2023 12:00,307.0,211.0,0.9,12.52,11.0
02-01-2023 12:00,02-01-2023 13:00,335.0,222.5,0.93,16.85,14.18
02-01-2023 13:00,02-01-2023 14:00,424.5,260.5,1.0,20.7,14.88
02-01-2023 14:00,02-01-2023 15:00,446.75,270.0,1.0,24.07,15.68
02-01-2023 15:00,02-01-2023 16:00,464.5,265.25,1.0,25.42,14.4
02-01-2023 16:00,02-01-2023 17:00,465.5,261.75,1.0,23.25,15.12
02-01-2023 17:00,02-01-2023 18:00,475.25,275.25,1.08,15.77,17.4
02-01-2023 18:00,02-01-2023 19:00,509.25,302.25,1.32,6.78,20.7
02-01-2023 19:00,02-01-2023 20:00,510.25,301.75,1.63,4.82,21.6
02-01-2023 20:00,02-01-2023 21:00,497.0,268.25,1.42,4.88,21.4
02-01-2023 21:00,02-01-2023 22:00,463.5,243.0,1.6,4.4,19.4
02-01-2023 22:00,02-01-2023 23:00,484.25,266.25,1.62,4.45,17.35
02-01-2023 23:00,03-01-2023 00:00,473.75,248.0,1.6,6.75,16.45
03-01-2023 00:00,03-01-2023 01:00,474.75,246.25,1.27,8.43,17.48
03-01-2023 01:00,03-01-2023 02:00,434.5,217.25,1.0,6.8,15.8
03-01-2023 02:00,03-01-2023 03:00,406.75,200.5,,8.1,
03-01-2023 03:00,03-01-2023 04:00,393.75,204.25,0.85,9.55,9.68
03-01-2023 04:00,03-01-2023 05:00,348.0,211.0,0.82,12.27,8.62
03-01-2023 05:00,03-01-2023 06:00,334.0,216.0,0.85,11.2,9.6
03-01-2023 06:00,03-01-2023 07:00,340.0,223.0,0.85,13.57,8.05
03-01-2023 07:00,03-01-2023 08:00,336.0,215.0,0.9,14.0,8.35
03-01-2023 08:00,03-01-2023 09:00,333.0,211.0,0.9,13.73,9.43
03-01-2023 09:00,03-01-2023 10:00,347.0,211.0,0.88,14.33,10.1
